SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHIEND,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA,ABHIJIT,DUR MUHURATHAM,AMRIT KALAM,FESTIVALS,EMPTY,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,,,
"Ashadha, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",07/21/2019,07/22/2019,6:15 AM,7:15 PM,Moonrise - 10:29 PM,Moonset - 09:43 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Chaturthi ,11:39 AM,None,None,Nakshatra - Shatabhisha ,7:26 AM,None,None,Yoga - Saubhagya ,6:20 AM,None,None,Karana - Balava ,11:39 AM,Karana - Kaulava ,12:52 AM,None,None,Sunsign - Karka,"Moonsign - Kumbha upto 03:41 AM, Jul 22",Rahu Kalam - 05:37 PM to 07:15 PM,Gulikai Kalam - 04:00 PM to 05:37 PM,Yamaganda - 12:45 PM to 02:22 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 05:31 PM to 06:23 PM,"Amrit Kalam - 01:25 AM, Jul 22 to 03:13 AM, Jul 22Varjyam - 02:38 PM to 04:26 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),0f93a749f9420374f6462db2624fe1b8@ical.drikpanchang.com,,,,
"Ashadha, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",07/22/2019,07/23/2019,6:15 AM,7:14 PM,Moonrise - 11:04 PM,Moonset - 10:31 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Panchami ,2:04 PM,None,None,Nakshatra - Purva Bhadrapada ,10:25 AM,None,None,Yoga - Shobhana ,7:19 AM,None,None,Karana - Taitila ,2:04 PM,Karana - Garaja ,3:12 AM,None,None,Sunsign - Karka,"Moonsign - Meena""",Rahu Kalam - 07:53 AMto 09:30 AM,Gulikai Kalam - 02:22 PM to 04:00 PM,Yamaganda - 11:07 AM to 12:45 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 01:11 PM to 02:03 PM,Dur Muhurtam - 03:47 PM to 04:39 PMVarjyam - 09:09 PM to 10:56 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),b396a1102d91de793896e2f9fa0ec1b5@ical.drikpanchang.com,,,,,
"Ashadha, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",07/23/2019,07/24/2019,6:16 AM,7:14 PM,Moonrise - 11:39 PM,Moonset - 11:19 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Shashthi ,4:16 PM,None,None,Nakshatra - Uttara Bhadrapada ,1:15 PM,None,None,Yoga - Atiganda ,8:11 AM,None,None,Karana - Vanija ,4:16 PM,Karana - Vishti ,5:14 AM,None,None,Sunsign - Karka,Moonsign - Meena,Rahu Kalam - 03:59PM to 05:37 PM,Gulikai Kalam - 12:45 PM to 02:22 PM,Yamaganda - 09:30 AM to 11:08 AM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 08:51 AM to 09:43 AM,"Dur Muhurtam - 11:39 PM to 12:23 AM, Jul 24","Amrit Kalam - 07:53 AM to 09:40 AMVarjyam - 02:29 AM, Jul 24 to 04:15 AM, Jul 24",fromwww.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d51f0a2f6b2d2280bfef0a98ab0ac904@ical.drikpanchang.com,,,
"Ashadha, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",07/24/2019,07/25/2019,6:16 AM,7:14 PM,"Moonrise - 12:14 AM, Jul 25",Moonset - 12:07 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Saptami ,6:05 PM,None,None,Nakshatra - Revati ,3:43 PM,None,None,Yoga - Sukarman ,8:48 AM,None,None,Karana - Bava ,6:05 PM,Karana - Balava ,Full Night,None,None,Sunsign - Karka,"Moonsign - Meena upto 03:43 PM""",Rahu Kalam - 12:45PM to 02:22 PM,Gulikai Kalam - 11:08 AM to 12:45 PM,Yamaganda - 07:53 AM to 09:31 AM,Abhijit - None,Dur Muhurtam - 12:19 PM to 01:11 PM,Amrit Kalam - 01:04 PM to 02:50 PM,Day Festivals and Events - Kalashtami,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),4308d2763ff082226f98523be022c9e1@ical.drikpanchang.com,,,,
"Ashadha, Ashtami Krishna Paksha, 1941 Vikari Shaka Samvata",07/25/2019,07/26/2019,6:16 AM,7:13 PM,"Moonrise - 12:52 AM, Jul 26",Moonset - 12:57 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Ashtami ,7:21 PM,None,None,Nakshatra - Ashwini ,5:40 PM,None,None,Yoga - Dhriti ,9:02 AM,None,None,Karana - Balava ,6:48 AM,Karana - Kaulava ,7:21 PM,None,None,Sunsign - Karka,Moonsign - Mesha,Rahu Kalam - 02:22 PM to 03:59 PM,Gulikai Kalam - 09:31 AM to 11:08 AM,Yamaganda - 06:16 AM to 07:54 AM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 10:35 AM to 11:27 AM,Dur Muhurtam - 03:46 PM to 04:38 PM,"Amrit Kalam - 09:53 AM to 11:37 AMVarjyam - 01:20 PM to 03:04 PMVarjyam - 03:47 AM, Jul 26 to 05:28 AM, Jul 26",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),b1ab77b2dcd87bb6877ca0a47b702c64@ical.drikpanchang.com,,,
"Ashadha, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",07/26/2019,07/27/2019,6:17 AM,7:13 PM,"Moonrise - 01:33 AM, Jul 27",Moonset - 01:49 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Navami ,7:56 PM,None,None,Nakshatra - Bharani ,6:58 PM,None,None,Yoga - Shula ,8:47 AM,None,None,Karana - Taitila ,7:44 AM,Karana - Garaja ,7:56 PM,None,None,Sunsign - Karka,"Moonsign - Mesha upto 01:10 AM, Jul 27",Rahu Kalam - 11:08 AM to 12:45 PM,Gulikai Kalam - 07:54 AM to 09:31 AM,Yamaganda -03:59 PM to 05:36 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 08:52 AM to 09:44 AM,Dur Muhurtam - 01:11 PM to 02:03 PM,Amrit Kalam - 01:54PM to 03:35 PMDay Festivals and Events - Masik Karthigai,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),7f38af9caaff5e08f8981cea6ad6cce4@ical.drikpanchang.com,,,
"Ashadha, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",07/27/2019,07/28/2019,6:17 AM,7:13 PM,"Moonrise - 02:18 AM, Jul 28",Moonset - 02:44 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Dashami ,7:46 PM,None,None,Nakshatra - Krittika ,7:31 PM,None,None,Yoga - Ganda ,7:57 AM,None,None,Karana - Vanija ,7:57 AM,Karana - Vishti ,7:46 PM,None,None,Sunsign - Karka,"Moonsign - Vrishabha""",Rahu Kalam - 09:31 AM to 11:08 AM,Gulikai Kalam - 06:17 AM to 07:54 AM,Yamaganda - 02:22 PM to 03:59 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 06:17 AM to 07:09 AM,Dur Muhurtam - 07:09 AM to 08:01 AM,Amrit Kalam - 05:04 PM to 06:42 PMVarjyam - 07:14 AM to 08:52 AM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),5bc0e0cba6f1ece521d69783473cad7d@ical.drikpanchang.com,,,,
"Ashadha, Ekadashi Krishna Paksha, 1941 Vikari Shaka Samvata",07/28/2019,07/29/2019,6:18 AM,7:12 PM,"Moonrise - 03:09 AM, Jul 29",Moonset - 03:42 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Ekadashi ,6:49 PM,None,None,Nakshatra - Rohini ,7:19 PM,None,None,Yoga - Vriddhi ,6:30 AM,Yoga - Dhruva ,4:26 AM,Karana - Bava upto0,7:23 AM,Karana - Balava ,6:49 PM,Karana - Kaulava upto,6:04 AM,Sunsign - Karka,Moonsign - Vrishabha,Rahu Kalam - 05:35 PM to 07:12 PM,Gulikai Kalam - 03:59 PM to 05:35 PM,Yamaganda - 12:45 PM to 02:22 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 05:29 PM to 06:21 PM,"Amrit Kalam - 04:08 PM to 05:43 PMVarjyam - 11:23 AM to 12:58 PMVarjyam - 12:42 AM, Jul 29 to 02:14 AM, Jul 29",Day Festivals and Events - Kamika Ekadashi goo.gl/QtyjSwRohini Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),61f354d4a756c32cd7ec12f946d3fd18@ical.drikpanchang.com,,,
"Ashadha, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",07/29/2019,07/30/2019,6:18 AM,7:12 PM,"Moonrise - 04:05 AM, Jul 30",Moonset - 04:42 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Dwadashi ,5:09 PM,None,None,Nakshatra - Mrigashirsha ,6:23 PM,None,None,Yoga - Vyaghata ,1:48 AM,None,None,Karana - Taitila ,5:09 PM,Karana - Garaja ,4:04 AM,None,None,Sunsign - Karka,Moonsign - Vrishabha upto06:56 AM,Rahu Kalam - 07:55 AM to 09:31 AM,Gulikai Kalam - 02:22 PM to 03:58 PM,Yamaganda - 11:08 AM to 12:45 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 01:11 PM to 02:02 PM,Dur Muhurtam - 03:45 PM to 04:37 PM,"Amrit Kalam - 09:55 AM to 11:27 AMVarjyam - 02:14 AM, Jul 30 to 03:43AM, Jul 30",Day Festivals and Events - Kamika Ekadashi Parana goo.gl/QtyjSwPradosh Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),5503048eb233c9820a0d91d2b4681ba0@ical.drikpanchang.com,,
"Ashadha, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",07/30/2019,07/31/2019,6:18 AM,7:11 PM,"Moonrise - 05:07 AM, Jul 31",Moonset - 05:43 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Trayodashi ,2:49 PM,None,None,Nakshatra - Ardra ,4:48 PM,None,None,Yoga - Harshana ,10:40 PM,None,None,Karana - Vanija ,2:49 PM,Karana - Vishti upto,1:27 AM,None,None,Sunsign - Karka,Moonsign - Mithuna,Rahu Kalam - 03:58 PM to 05:35 PM,Gulikai Kalam - 12:45 PM to 02:21 PM,Yamaganda - 09:32 AM to 11:08 AM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 08:53 AM to09:44 AM,"Dur Muhurtam - 11:38 PM to 12:23 AM, Jul 31","Amrit Kalam - 07:27 AM to 08:57 AMVarjyam - 03:45 AM, Jul 31 to 05:12 AM, Jul 31",Day Festivals and Events - Masik ShivaratriSawan Shivaratri,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),65d40320785bf2f87a166ac80cd50b36@ical.drikpanchang.com,,
"Ashadha, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",07/31/2019,08/01/19,6:19 AM,7:11 PM,"Moonrise - 06:12 AM, Aug 01",Moonset - 06:43 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Chaturdashi ,11:57 AM,None,None,Nakshatra - Punarvasu ,2:42 PM,None,None,Yoga - Vajra ,7:07 PM,None,None,Karana - Shakuni ,11:57 AM,Karana - Chatushpada ,10:22 PM,None,None,Sunsign - Karka,"Moonsign - Mithuna upto 09:16 AM""",Rahu Kalam - 12:45 PM to 02:21 PM,Gulikai Kalam - 11:08 AM to 12:45 PM,Yamaganda - 07:55 AM to 09:32 AM,Abhijit - None,Dur Muhurtam - 12:19 PM to 01:11 PM,Amrit Kalam - 12:30 PM to 01:58 PMVarjyam - 09:52 PM to 11:18 PM,Day Festivals and Events - Darsha AmavasyaAadi Amavasai,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),e4fc4f0ba2f0786c5736179ccd7c9274@ical.drikpanchang.com,,,,
"Ashadha, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",08/01/19,08/02/19,6:19 AM,7:11 PM,Moonrise - No Moonrise,Moonset - 07:40 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimantaMonth - Shravana,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Amavasya ,8:41 AM,Tithi - Pratipada ,5:11 AM,Nakshatra - Pushya ,12:12 PM,None,None,Yoga - Siddhi ,3:17 PM,None,None,Karana - Nagava ,8:41 AM,Karana - Kinstughna ,6:58 PM,Karana - Bava upto,5:11 AM,Sunsign - Karka,Moonsign - Karka,Rahu Kalam - 02:21 PM to 03:58PM,Gulikai Kalam - 09:32 AM to 11:08 AM,Yamaganda - 06:19 AM to 07:55 AM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 10:36 AM to 11:28 AM,Dur Muhurtam - 03:45 PM to 04:36 PM,"Amrit Kalam - 06:28 AM to 07:54 AMVarjyam - 11:34 PM to 12:59 AM, Aug 02",Day Festivals and Events - AshadhaAmavasyaHariyali Amavasya,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d1105a256607220748dec486f990c195@ical.drikpanchang.com,,
"Shravana, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",08/02/19,08/03/19,6:19 AM,7:10 PM,Moonrise - 07:18 AM,Moonset - 08:33 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Dwitiya ,1:36 AM,None,None,Nakshatra - Ashlesha ,9:30 AM,None,None,Yoga - Vyatipata ,11:18 AM,None,None,Karana - Balava ,3:24 PM,Karana - Kaulava ,1:36 AM,None,None,Sunsign - Karka,Moonsign - Karka upto 09:30 AM,Rahu Kalam - 11:08 AM to 12:45 PM,Gulikai Kalam - 07:56 AM to 09:32 AM,Yamaganda - 03:57 PM to 05:34 PM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 08:53 AM to 09:45 AM,Dur Muhurtam - 01:10 PM to 02:02 PM,Amrit Kalam -08:05 AM to 09:30 AMmrit Kalam - 04:37 AM, Aug 03 to 06:02 AM," Aug 03Varjyam - 08:07 PM to 09:32 PM""",Day Festivals and Events - Shravana Begins *SouthChandra Darshana,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),6a861ae6bba94c2824f5b4bb6f3a6f43@ical.drikpanchang.com
"Shravana, Tritiya Shukla Paksha, 1941 Vikari Shaka Samvata",08/03/19,08/04/19,6:19 AM,7:10 PM,Moonrise - 08:22 AM,Moonset - 09:22 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Tritiya ,10:06 PM,None,None,Nakshatra - Magha ,6:45 AM,Nakshatra - Purva Phalguni ,4:06 AM,Yoga - Varigha ,7:16 AM,Yoga - Parigha ,3:21 AM,Karana - Taitila ,11:50 AM,Karana - Garaja ,10:06 PM,None,None,Sunsign - Karka,"Moonsign - Simha""",Rahu Kalam - 09:32 AM to 11:08 AM,Gulikai Kalam - 06:19 AM to 07:56 AM,Yamaganda - 02:21 PM to 03:57 PM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 06:19 AM to 07:11 AM,Dur Muhurtam - 07:11 AM to 08:02 AM,Amrit Kalam - 10:25 PM to 11:50 PMVarjyam - 01:52 PM to 03:17 PM,Day Festivals and Events - Hariyali TeejAadi PerukkuAndal Jayanthi,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),7ed3ee673cca41b22b853f793449f8bd@ical.drikpanchang.com,,,
"Shravana, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",08/04/19,08/05/19,6:20 AM,7:09 PM,Moonrise - 09:25 AM,Moonset - 10:07 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Chaturthi ,6:49 PM,None,None,Nakshatra - Uttara Phalguni ,1:45 AM,None,None,Yoga - Shiva ,11:39 PM,None,None,Karana - Vanija ,8:25 AM,Karana - Vishti ,6:49 PM,Karana - Bava ,5:18 AM,Sunsign - Karka,"Moonsign - Simha upto 09:29 AM""",Rahu Kalam - 05:33 PM to 07:09 PM,Gulikai Kalam - 03:57 PM to 05:33 PM,Yamaganda - 12:44 PM to 02:21 PM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 05:27 PM to 06:18 PM,Amrit Kalam - 07:15PM to 08:42 PMVarjyam - 10:36 AM to 12:02 PM,Day Festivals and Events - Vinayaka Chaturthi,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),435c5c8cf31c110e3a5721ab8470e653@ical.drikpanchang.com,,,,
"Shravana, Panchami Shukla Paksha, 1941 Vikari Shaka Samvata",08/05/19,08/06/19,6:20 AM,7:09 PM,Moonrise - 10:26 AM,Moonset - 10:50 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Somawara,Paksha - Shukla Paksha,Tithi - Panchami ,3:55 PM,None,None,Nakshatra - Hasta ,11:48 PM,None,None,Yoga - Siddha ,8:17 PM,None,None,Karana - Balava ,3:55 PM,Karana - Kaulava ,2:38 AM,None,None,Sunsign - Karka,"Moonsign - Kanya""",Rahu Kalam - 07:56 AM to 09:32 AM,Gulikai Kalam - 02:20 PM to 03:57 PM,Yamaganda - 11:08 AM to 12:44 PM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 01:10 PM to 02:01 PM,Dur Muhurtam - 03:44 PM to 04:35 PM,Amrit Kalam - 06:17 PM to 07:46 PMVarjyam- 09:28 AM to 10:56 AM,Day Festivals and Events - Nag Panchami goo.gl/qekTCPFirst Shravan Somwar VratSkanda SashtiKalki Jayanti,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),e394c2dc73f50f6dc316a7a9031559fa@ical.drikpanchang.com,,,
"Shravana, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",08/06/19,08/07/19,6:20 AM,7:08 PM,Moonrise - 11:25 AM,Moonset - 11:33 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Shashthi ,1:30 PM,None,None,Nakshatra - Chitra ,10:24 PM,None,None,Yoga - Sadhya upto0,5:21 PM,None,None,Karana - Taitila ,1:30 PM,Karana - Garaja ,12:31 AM,None,None,Sunsign - Karka,Moonsign - Kanya upto 11:02 AM,Rahu Kalam - 03:56 PM to 05:32 PM,Gulikai Kalam - 12:44 PM to 02:20 PM,Yamaganda - 09:32AM to 11:08 AM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 08:54 AM to 09:45 AM,"Dur Muhurtam - 11:37 PM to 12:22 AM, Aug 07","Amrit Kalam - 04:22 PM to 05:53 PMVarjyam - 07:20 AM to 08:50 AMVarjyam - 03:49 AM, Aug 07 to 05:22 AM, Aug 07",Day Festivals and Events - First Mangala Gauri Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),3b527366399d432470fdbeb12bb6c16a@ical.drikpanchang.com,,
"Shravana, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",08/07/19,08/08/19,6:21 AM,7:08 PM,Moonrise - 12:22 PM,"Moonset - 12:16 AM, Aug 08Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Saptami ,11:41 AM,None,None,Nakshatra - Swati ,9:36 PM,None,None,Yoga - Shubha,2:55 PM,None,None,Karana - Vanija ,11:41 AM,Karana - Vishti ,11:01 PM,None,None,Sunsign - Karka,Moonsign - Tula,Rahu Kalam - 12:44 PM to 02:20 PM,Gulikai Kalam - 11:08 AM to 12:44 PM,Yamaganda - 07:57 AM to 09:32 AM,Abhijit - None,Dur Muhurtam - 12:19 PM to 01:10 PM,"Amrit Kalam - 01:06 PM to 02:39 PMVarjyam - 03:11 AM, Aug 08 to 04:46 AM, Aug 08",Day Festivals and Events - Tulsidas Jayanti,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),c4527a8e647e3adf6d3a6feb2a739d61@ical.drikpanchang.com,,,
"Shravana, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",08/08/19,08/09/19,6:21 AM,7:07 PM,Moonrise - 01:19 PM,"Moonset - 01:00 AM, Aug 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Guruwara,Paksha - Shukla Paksha,Tithi - Ashtami ,10:30 AM,None,None,Nakshatra - Vishakha ,9:28 PM,None,None,Yoga - Shukla ,1:00 PM,None,None,Karana - Bava ,10:30 AM,Karana - Balava ,10:10 PM,None,None,Sunsign - Karka,Moonsign - Tula upto 03:27 PM,Rahu Kalam - 02:20 PM to 03:56 PM,Gulikai Kalam - 09:33 AM to 11:08 AM,Yamaganda - 06:21 AM to07:57 AM,Abhijit - 12:19 PM to 01:10 PM,Dur Muhurtam - 10:36 AM to 11:27 AM,Dur Muhurtam - 03:43 PM to 04:34 PM,"Amrit Kalam - 12:43 PM to 02:19PMVarjyam - 01:33 AM, Aug 09 to 03:11 AM, Aug 09",Day Festivals and Events - Masik Durgashtami,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),1c82b4caeeed79c833f0b625d15ab2f3@ical.drikpanchang.com,,
"Shravana, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",08/09/19,08/10/19,6:21 AM,7:06 PM,Moonrise - 02:16 PM,"Moonset - 01:46 AM, Aug 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Navami ,10:00 AM,None,None,Nakshatra - Anuradha ,9:59 PM,None,None,Yoga - Brahma ,11:38 AM,None,None,Karana - Kaulava ,10:00 AM,Karana - Taitila ,10:00 PM,None,None,Sunsign - Karka,Moonsign - Vrishchika,Rahu Kalam - 11:08 AM to 12:44 PM,Gulikai Kalam - 07:57 AM to 09:33 AM,Yamaganda - 03:55 PM to 05:31 PM,Abhijit - 12:18 PM to 01:09 PM,Dur Muhurtam - 08:54 AM to 09:45 AM,Dur Muhurtam - 01:09 PM to 02:00 PM,"Amrit Kalam - 11:22 AM to 01:00 PMVarjyam - 03:51 AM, Aug 10 to 05:31 AM, Aug 10",Day Festivals and Events - Varalakshmi Vrat goo.gl/SxcrVA,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),77ff61cb74c2f778515561869816de1b@ical.drikpanchang.com,,
"Shravana, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",08/10/19,08/11/19,6:22 AM,7:06 PM,Moonrise - 03:11 PM,"Moonset - 02:34 AM, Aug 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ShravanaPurnimanta Month - Shravana,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Dashami ,10:09 AM,None,None,Nakshatra - Jyeshtha ,11:07 PM,None,None,Yoga - Indra ,10:46 AM,None,None,Karana - Garaja ,10:09 AM,Karana - Vanija ,10:26 PM,None,None,Sunsign - Karka,"Moonsign - Vrishchika upto 11:07 PM""",Rahu Kalam - 09:33 AM to 11:08 AM,Gulikai Kalam - 06:22 AM to 07:57 AM,Yamaganda - 02:19 PM to 03:55 PM,Abhijit - 12:18 PM to 01:09 PM,Dur Muhurtam - 06:22 AMto 07:13 AM,Dur Muhurtam - 07:13 AM to 08:04 AM,Amrit Kalam - 01:54 PM to 03:34 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),2ca3659430f00a386683cd1af2196fbb@ical.drikpanchang.com,,,,
